"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS","COMMENTS"
"US_SYSTEM_FUNCTION_NEW","DEFAULT_OPEN","NUMBER","1","Y","","是否默认展开(主要用于子模块级)","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","ICON_PATH","VARCHAR2","","Y","","图标路径","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","DESCRIPTION","VARCHAR2","","Y","","描述","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","STATUS","NUMBER","1","Y","","状态","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","CREATED_USER","VARCHAR2","","Y","","创建用户","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","CREATED_TIME","DATE","","Y","","创建时间","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","UPDATED_USER","VARCHAR2","","Y","","更新用户","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","UPDATED_TIME","DATE","","Y","","更新时间","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","SYSTEM_NO","VARCHAR2","","Y","","系统编号","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","LOADED_DEFAULT","NUMBER","1","Y","","插件是否默认加载,0为默认加载","系统功能信息表(新)"
"US_SYSTEM_FUNCTION_NEW","IS_FIELD","NUMBER","","Y","","字段加载","系统功能信息表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_CONFIG_ID","NUMBER","20","N","SYS_C00106855","主键","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_CONFIG_ID","NUMBER","20","N","PK_US_PAGE_FIELDS_CONFIG_NEW","主键","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","PAGE_ID","VARCHAR2","","N","SYS_C00106856","页面编号","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FUNCTION_ID","VARCHAR2","","N","SYS_C00106857","功能编号","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_TEXT","VARCHAR2","","N","SYS_C00106858","页面表头名称","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_NAME","VARCHAR2","","N","SYS_C00106859","字段名称","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_DB_NAME","VARCHAR2","","N","SYS_C00106860","数据库字段名称","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FORMAT","VARCHAR2","","Y","","显示格式","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","DATA_TYPE","NUMBER","1","Y","","数据类型","页面数据配置表(新)"
